Chemical formula,Tolerance factor,Lowest distortion,Stability [eV/atom],Label
PmMgO3,0.85,orthorhombic,0.15,0
PmMnO3,0.89,orthorhombic,-0.06,0
PmMoO3,0.89,orthorhombic,0.18,0
PmNaO3,0.74,cubic,0.86,0
PmNbO3,0.87,orthorhombic,0.14,0
PmNdO3,0.76,cubic,0.99,0
PmNiO3,0.91,orthorhombic,-0.01,1
PmNpO3,0.80,cubic,0.86,0
PmOsO3,0.92,cubic,0.55,0
PmPaO3,0.78,cubic,0.73,0
PmPbO3,0.75,cubic,0.83,0
PmPdO3,0.84,orthorhombic,-0.06,0
PmPrO3,0.78,cubic,1.05,0
PmPtO3,0.87,orthorhombic,0.09,0
PmPuO3,0.81,cubic,1.24,0
PmRbO3,0.61,cubic,1.71,0
PmReO3,0.92,cubic,0.58,0
PmRhO3,0.90,orthorhombic,-0.06,0
PmRuO3,0.89,orthorhombic,0.05,0
PmSbO3,0.87,cubic,0.74,0
PmScO3,0.84,orthorhombic,-0.01,1
PmSiO3,1.00,cubic,0.54,0
PmSmO3,0.76,cubic,0.89,0
PmSnO3,0.86,cubic,0.59,0
PmSrO3,0.70,cubic,1.20,0
PmTaO3,0.87,orthorhombic,0.21,0
PmTbO3,0.80,cubic,0.75,0
PmTcO3,0.90,orthorhombic,0.11,0
PmTeO3,0.83,cubic,0.85,0
PmThO3,0.77,cubic,0.86,0
PmTiO3,0.85,orthorhombic,-0.02,1
PmTlO3,0.69,cubic,0.71,0
PmTmO3,0.76,cubic,0.60,0
PmUO3,0.80,cubic,0.86,0
PmVO3,0.88,orthorhombic,-0.06,0
PmWO3,0.89,orthorhombic,0.32,0
PmYO3,0.78,cubic,0.71,0
PmYbO3,0.77,cubic,0.72,0
PmZnO3,0.84,orthorhombic,0.10,0
PmZrO3,0.85,orthorhombic,0.14,0
PrAcO3,0.72,cubic,1.16,0
PrAgO3,0.85,orthorhombic,0.01,1
PrAlO3,0.95,rhombohedral,-0.08,0
PrAsO3,0.93,orthorhombic,0.17,0
PrAuO3,0.78,orthorhombic,-0.01,1
PrBO3,1.01,cubic,0.89,0
PrBaO3,0.66,orthorhombic,0.26,0
PrBeO3,0.99,tetragonal,0.28,0
PrBiO3,0.75,cubic,0.78,0
PrCaO3,0.76,cubic,0.72,0
PrCdO3,0.78,orthorhombic,0.12,0
PrCeO3,0.76,cubic,0.99,0
PrCoO3,0.91,orthorhombic,0.00,1
PrCrO3,0.91,orthorhombic,-0.08,0
PrCuO3,0.95,orthorhombic,-0.05,0
PrDyO3,0.79,cubic,0.59,0
PrErO3,0.80,orthorhombic,0.03,0
PrEuO3,0.78,cubic,0.79,0
PrFeO3,0.89,orthorhombic,-0.08,0
PrGaO3,0.91,orthorhombic,-0.04,0
PrGdO3,0.78,cubic,0.67,0
PrGeO3,0.90,orthorhombic,0.14,0
PrHfO3,0.87,orthorhombic,0.11,0
PrHgO3,0.73,cubic,0.58,0
PrHoO3,0.79,cubic,0.55,0
PrInO3,0.83,orthorhombic,0.01,1
PrIrO3,0.88,orthorhombic,0.10,0
PrKO3,0.66,orthorhombic,0.45,0
PrLaO3,0.75,cubic,0.97,0
PrLiO3,0.85,orthorhombic,0.27,0
PrLuO3,0.81,orthorhombic,0.01,1
PrMgO3,0.86,orthorhombic,0.13,0
PrMnO3,0.89,orthorhombic,0.00,1
PrMoO3,0.88,orthorhombic,0.19,0
PrNaO3,0.75,cubic,0.77,0
PrNbO3,0.86,orthorhombic,0.19,0
PrNdO3,0.77,cubic,0.87,0
PrNiO3,0.92,orthorhombic,-0.03,0
PrNpO3,0.81,cubic,0.74,0
PrOsO3,0.93,cubic,0.50,0
PrPaO3,0.79,cubic,0.62,0
PrPbO3,0.76,cubic,0.72,0
PrPdO3,0.91,orthorhombic,0.01,1
PrPmO3,0.77,cubic,0.81,0
PrPtO3,0.88,orthorhombic,0.08,0
PrPuO3,0.82,cubic,0.78,0
PrRbO3,0.62,orthorhombic,0.30,0
PrReO3,0.90,cubic,0.54,0
PrRhO3,0.88,orthorhombic,-0.06,0
PrRuO3,0.88,orthorhombic,0.07,0
PrSbO3,0.85,cubic,0.71,0
PrScO3,0.85,orthorhombic,-0.03,0
PrSiO3,1.02,tetragonal,0.43,0
PrSmO3,0.77,cubic,0.77,0
PrSnO3,0.88,cubic,0.57,0
PrSrO3,0.71,cubic,1.08,0
PrTaO3,0.86,orthorhombic,0.31,0
PrTbO3,0.79,cubic,0.63,0
PrTcO3,0.92,orthorhombic,0.10,0
PrTeO3,0.77,cubic,0.81,0
PrThO3,0.78,cubic,0.77,0
PrTiO3,0.88,orthorhombic,-0.03,0
PrTlO3,0.80,orthorhombic,0.04,0
PrTmO3,0.80,orthorhombic,0.03,1
PrUO3,0.75,cubic,0.75,0
PrVO3,0.90,orthorhombic,-0.08,0
PrWO3,0.89,orthorhombic,0.39,0
PrYO3,0.79,cubic,0.59,0
PrYbO3,0.81,cubic,0.61,0
PrZnO3,0.86,orthorhombic,0.09,0
PrZrO3,0.86,orthorhombic,0.15,0
PtAcO3,0.58,orthorhombic,0.29,0
PtAgO3,0.62,cubic,1.31,0
PtAlO3,0.76,cubic,0.84,0
PtAsO3,0.76,cubic,0.94,0
PtAuO3,0.63,cubic,1.30,0
PtBO3,0.88,cubic,1.50,0
PtBaO3,0.53,orthorhombic,0.17,0
PtBeO3,0.79,cubic,1.08,0
PtBiO3,0.64,cubic,1.16,0
PtCaO3,0.61,rhombohedral,0.38,0
PtCdO3,0.62,cubic,1.55,0
PtCeO3,0.62,cubic,1.58,0
PtCoO3,0.72,cubic,1.04,0
PtCrO3,0.74,cubic,0.90,0
PtCsO3,0.47,orthorhombic,0.18,0
PtCuO3,0.70,cubic,1.07,0
PtDyO3,0.61,cubic,1.39,0
PtErO3,0.64,cubic,1.35,0
PtEuO3,0.59,rhombohedral,0.37,0
PtFeO3,0.71,cubic,0.93,0
PtGaO3,0.72,cubic,1.01,0
PtGdO3,0.62,cubic,1.44,0
PtGeO3,0.72,cubic,0.90,0
PtHfO3,0.69,cubic,0.93,0
PtHgO3,0.58,cubic,1.52,0
PtHoO3,0.64,cubic,1.37,0
PtInO3,0.66,cubic,1.28,0
PtIrO3,0.72,cubic,1.03,0
PtKO3,0.52,orthorhombic,0.26,0
PtLaO3,0.60,cubic,1.56,0
PtLiO3,0.68,cubic,1.33,0
PtLuO3,0.65,cubic,1.28,0
PtMgO3,0.69,cubic,1.24,0
PtMnO3,0.72,cubic,0.95,0
PtMoO3,0.72,cubic,0.87,0
PtNaO3,0.60,rhombohedral,0.36,0
PtNbO3,0.70,cubic,0.81,0
PtNdO3,0.61,cubic,1.62,0
PtNiO3,0.74,cubic,1.82,0
PtNpO3,0.65,cubic,1.26,0
PtOsO3,0.74,cubic,0.84,0
PtPaO3,0.63,cubic,0.59,0
PtPbO3,0.61,rhombohedral,0.39,0
PtPdO3,0.68,cubic,1.14,0
PtPmO3,0.62,cubic,1.51,0
PtPrO3,0.63,cubic,1.56,0
PtPuO3,0.66,cubic,1.00,0
PtRbO3,0.50,orthorhombic,0.21,0
PtReO3,0.74,cubic,0.97,0
PtRhO3,0.73,cubic,1.03,0
PtRuO3,0.72,cubic,0.89,0
PtSbO3,0.70,cubic,0.84,0
PtScO3,0.68,cubic,1.14,0
PtSiO3,0.82,cubic,1.02,0
PtSmO3,0.62,cubic,1.49,0
PtSnO3,0.70,cubic,0.98,0
PtSrO3,0.57,rhombohedral,0.26,0
PtTaO3,0.70,cubic,0.77,0
PtTbO3,0.65,cubic,1.42,0
PtTcO3,0.73,cubic,0.78,0
PtTeO3,0.67,cubic,0.96,0
PtThO3,0.62,cubic,1.37,0
PtTiO3,0.69,cubic,0.83,0
PtTlO3,0.56,cubic,1.53,0
PtTmO3,0.62,cubic,1.32,0
PtUO3,0.65,cubic,0.79,0
PtVO3,0.72,cubic,0.83,0
PtWO3,0.72,cubic,0.96,0
PtYO3,0.64,cubic,1.40,0
PtYbO3,0.62,orthorhombic,0.38,0
PtZnO3,0.68,cubic,1.26,0
PtZrO3,0.69,cubic,0.99,0
PuAgO3,0.71,cubic,0.66,0
PuAlO3,0.86,orthorhombic,-0.07,0
PuAsO3,0.87,cubic,0.59,0
PuAuO3,0.72,cubic,0.76,0
PuBO3,1.01,cubic,0.90,0
PuBaO3,0.61,orthorhombic,0.35,0
PuBeO3,0.91,orthorhombic,0.20,0
PuBiO3,0.73,cubic,0.85,0
PuCdO3,0.71,cubic,0.91,0
PuCeO3,0.71,cubic,1.19,0
PuCrO3,0.85,orthorhombic,-0.06,0
PuDyO3,0.70,cubic,0.82,0
PuErO3,0.73,cubic,0.75,0
PuEuO3,0.68,orthorhombic,0.23,0
PuFeO3,0.81,orthorhombic,-0.06,0
PuGaO3,0.83,orthorhombic,-0.03,0
PuGdO3,0.71,cubic,0.90,0
PuGeO3,0.82,orthorhombic,0.15,0
PuHfO3,0.79,orthorhombic,-0.03,0
PuHgO3,0.66,cubic,0.97,0
PuHoO3,0.73,cubic,0.79,0
PuInO3,0.76,cubic,0.61,0
PuKO3,0.60,orthorhombic,0.31,0
PuLiO3,0.77,orthorhombic,0.12,0
PuLuO3,0.74,cubic,0.66,0
PuMgO3,0.79,orthorhombic,-0.01,1
PuMnO3,0.83,orthorhombic,-0.06,0
PuMoO3,0.83,orthorhombic,0.18,0
PuNaO3,0.69,orthorhombic,0.30,0
PuNbO3,0.80,cubic,0.15,0
PuNdO3,0.70,cubic,1.09,0
PuNiO3,0.84,orthorhombic,-0.02,1
PuOsO3,0.85,cubic,1.25,0
PuPaO3,0.72,cubic,0.57,0
PuPbO3,0.70,orthorhombic,0.22,0
PuPdO3,0.78,cubic,0.54,0
PuPmO3,0.70,cubic,1.03,0
PuPrO3,0.72,cubic,1.15,0
PuPtO3,0.81,cubic,0.66,0
PuRbO3,0.57,orthorhombic,0.31,0
PuReO3,0.85,rhombohedral,0.33,0
PuRuO3,0.83,cubic,0.50,0
PuSbO3,0.80,cubic,0.69,0
PuScO3,0.78,orthorhombic,-0.02,1
PuSiO3,0.93,cubic,0.56,0
PuSmO3,0.71,cubic,1.31,0
PuSnO3,0.80,cubic,0.54,0
PuSrO3,0.65,orthorhombic,0.24,0
PuTaO3,0.80,orthorhombic,0.08,0
PuTbO3,0.75,cubic,0.86,0
PuTcO3,0.84,rhombohedral,0.18,0
PuTeO3,0.77,cubic,0.78,0
PuThO3,0.71,cubic,0.71,0
PuTiO3,0.79,orthorhombic,-0.06,0
PuTlO3,0.64,orthorhombic,0.08,0
PuTmO3,0.71,cubic,0.72,0
PuUO3,0.74,rhombohedral,0.18,0
PuVO3,0.82,rhombohedral,-0.01,1
PuWO3,0.82,cubic,0.31,0
PuYO3,0.73,cubic,0.83,0
PuYbO3,0.71,cubic,1.08,0
PuZnO3,0.78,cubic,0.47,0
PuZrO3,0.79,orthorhombic,0.02,1
RbAcO3,0.88,cubic,0.30,0
RbAgO3,0.94,tetragonal,0.49,0
RbAlO3,1.15,cubic,0.53,0
RbAsO3,1.16,tetragonal,0.36,0
RbAuO3,0.95,orthorhombic,0.45,0
RbBO3,1.34,cubic,1.64,0
RbBaO3,0.80,cubic,0.72,0
RbBeO3,1.20,cubic,1.06,0
RbBiO3,1.03,cubic,0.12,0
RbCaO3,0.92,cubic,0.76,0
RbCdO3,0.94,cubic,0.63,0
RbCeO3,0.95,orthorhombic,0.39,0
RbCoO3,1.09,cubic,0.37,0
RbCrO3,1.18,cubic,0.54,0
RbCsO3,0.72,cubic,0.88,0
RbCuO3,1.07,cubic,0.60,0
RbDyO3,0.93,rhombohedral,0.37,0
RbErO3,0.97,orthorhombic,0.36,0
RbEuO3,0.90,cubic,0.57,0
RbFeO3,1.07,tetragonal,0.20,0
RbGaO3,1.10,rhombohedral,0.49,0
RbGdO3,0.95,cubic,0.37,0
RbGeO3,1.09,orthorhombic,0.35,0
RbHfO3,1.05,cubic,0.06,0
RbHgO3,0.88,cubic,0.54,0
RbHoO3,0.96,rhombohedral,0.36,0
RbInO3,1.01,orthorhombic,0.45,0
RbIrO3,1.13,rhombohedral,0.26,0
RbKO3,0.79,orthorhombic,0.09,0
RbLaO3,0.91,orthorhombic,0.36,0
RbLiO3,1.03,cubic,1.01,0
RbLuO3,0.98,tetragonal,0.34,0
RbMgO3,1.05,cubic,0.73,0
RbMnO3,1.10,tetragonal,0.29,0
RbMoO3,1.11,rhombohedral,0.13,0
RbNaO3,0.92,orthorhombic,0.12,0
RbNbO3,1.09,tetragonal,0.06,0
RbNdO3,0.93,cubic,0.38,0
RbNiO3,1.12,cubic,0.59,0
RbNpO3,0.98,orthorhombic,-0.15,0
RbOsO3,1.13,cubic,0.11,0
RbPaO3,0.96,orthorhombic,-0.54,0
RbPbO3,0.93,cubic,0.22,0
RbPdO3,1.03,tetragonal,0.25,0
RbPmO3,0.93,cubic,0.38,0
RbPrO3,0.96,cubic,0.39,0
RbPtO3,1.07,tetragonal,0.28,0
RbPuO3,0.99,orthorhombic,-0.10,0
RbReO3,1.12,cubic,0.12,0
RbRhO3,1.11,tetragonal,0.19,0
RbRuO3,1.13,cubic,0.19,0
RbSbO3,1.11,tetragonal,0.19,0
RbScO3,1.03,cubic,0.34,0
RbSiO3,1.24,cubic,0.75,0
RbSmO3,0.94,cubic,0.38,0
RbSnO3,1.06,cubic,0.19,0
RbSrO3,0.86,cubic,0.78,0
RbTaO3,1.09,tetragonal,0.05,0
RbTbO3,0.99,rhombohedral,0.37,0
RbTcO3,1.11,cubic,0.10,0
RbTeO3,1.02,cubic,0.06,0
RbThO3,0.95,cubic,0.19,0
RbTiO3,1.05,tetragonal,0.20,0
RbTlO3,0.85,rhombohedral,0.46,0
RbTmO3,0.94,rhombohedral,0.35,0
RbUO3,1.03,rhombohedral,-0.05,0
RbVO3,1.09,tetragonal,0.14,0
RbWO3,1.10,orthorhombic,0.12,0
RbYO3,0.96,orthorhombic,0.37,0
RbYbO3,0.94,cubic,0.72,0
RbZnO3,1.04,cubic,0.67,0
RbZrO3,1.05,cubic,0.07,0
ReAcO3,0.55,cubic,2.24,0
ReAgO3,0.55,cubic,2.38,0
ReAlO3,0.72,cubic,1.26,0
ReAsO3,0.73,cubic,1.62,0
ReAuO3,0.60,cubic,2.43,0
ReBO3,0.84,cubic,1.86,0
ReBaO3,0.50,rhombohedral,0.29,0
ReBeO3,0.78,cubic,1.38,0
ReBiO3,0.60,cubic,1.82,0
ReCaO3,0.58,rhombohedral,0.34,0
ReCdO3,0.59,rhombohedral,0.42,0
ReCeO3,0.59,cubic,2.26,0
ReCoO3,0.65,cubic,1.53,0
ReCrO3,0.70,cubic,1.43,0
ReCsO3,0.45,cubic,3.39,0
ReCuO3,0.64,cubic,1.79,0
ReDyO3,0.58,cubic,2.02,0
ReErO3,0.61,cubic,1.96,0
ReEuO3,0.56,rhombohedral,0.28,0
ReFeO3,0.64,cubic,1.50,0
ReGaO3,0.69,cubic,1.46,0
ReGdO3,0.59,cubic,2.13,0
ReGeO3,0.69,cubic,1.38,0
ReHfO3,0.66,cubic,1.40,0
ReHgO3,0.55,cubic,2.55,0
ReHoO3,0.60,cubic,2.02,0
ReInO3,0.63,cubic,1.83,0
ReIrO3,0.69,cubic,1.96,0
ReKO3,0.50,rhombohedral,0.21,0
ReLaO3,0.57,cubic,2.31,0
ReLiO3,0.65,orthorhombic,0.29,0
ReLuO3,0.61,cubic,1.87,0
ReMgO3,0.66,cubic,1.70,0
ReMnO3,0.69,cubic,1.48,0
ReMoO3,0.69,cubic,1.36,0
ReNaO3,0.58,rhombohedral,0.30,0
ReNbO3,0.66,cubic,1.36,0
ReNdO3,0.58,cubic,2.20,0
ReNiO3,0.67,cubic,1.61,0
ReNpO3,0.61,cubic,1.84,0
ReOsO3,0.71,cubic,1.78,0
RePaO3,0.60,cubic,1.29,0
RePbO3,0.58,rhombohedral,0.33,0
RePdO3,0.65,cubic,2.08,0
RePmO3,0.59,cubic,2.17,0
RePrO3,0.60,cubic,2.27,0
RePtO3,0.67,cubic,2.15,0
RePuO3,0.62,cubic,1.66,0
ReRbO3,0.48,rhombohedral,0.18,0
ReRhO3,0.68,cubic,1.87,0
ReRuO3,0.69,cubic,1.69,0
ReSbO3,0.67,cubic,1.54,0
ReScO3,0.65,cubic,1.66,0
ReSiO3,0.78,cubic,1.55,0
ReSmO3,0.59,cubic,2.21,0
ReSnO3,0.67,cubic,1.44,0
ReSrO3,0.54,rhombohedral,0.31,0
ReTaO3,0.67,cubic,1.39,0
ReTbO3,0.62,cubic,2.05,0
ReTcO3,0.70,cubic,1.43,0
ReTeO3,0.64,cubic,1.78,0
ReThO3,0.59,cubic,1.90,0
ReTiO3,0.66,cubic,1.30,0
ReTlO3,0.53,rhombohedral,0.27,0
ReTmO3,0.59,cubic,1.95,0
ReUO3,0.62,cubic,1.53,0
ReVO3,0.68,cubic,1.37,0
ReWO3,0.69,cubic,1.47,0
ReYO3,0.60,cubic,2.02,0
ReYbO3,0.59,rhombohedral,0.30,0
ReZnO3,0.65,cubic,1.84,0
ReZrO3,0.66,cubic,1.47,0
RhAcO3,0.56,orthorhombic,0.37,0
RhAgO3,0.68,cubic,1.31,0
RhAlO3,0.76,cubic,0.78,0
RhAsO3,0.74,cubic,0.85,0
RhAuO3,0.61,cubic,1.31,0
RhBO3,0.88,cubic,1.33,0
RhBaO3,0.51,rhombohedral,0.30,0
RhBeO3,0.77,cubic,1.03,0
RhBiO3,0.68,cubic,1.10,0
RhCaO3,0.59,orthorhombic,0.33,0
RhCdO3,0.60,cubic,1.54,0
RhCeO3,0.61,orthorhombic,0.39,0
RhCoO3,0.73,cubic,0.96,0
RhCrO3,0.72,cubic,0.91,0
RhCsO3,0.46,orthorhombic,0.16,0
RhCuO3,0.76,cubic,1.05,0
RhDyO3,0.63,cubic,1.36,0
RhErO3,0.64,cubic,1.32,0
RhEuO3,0.62,orthorhombic,0.38,0
RhFeO3,0.71,cubic,0.84,0
RhGaO3,0.72,cubic,0.95,0
RhGdO3,0.62,cubic,1.45,0
RhGeO3,0.70,cubic,0.76,0
RhHfO3,0.69,cubic,0.83,0
RhHgO3,0.56,cubic,1.52,0
RhHoO3,0.64,cubic,1.34,0
RhInO3,0.66,cubic,1.24,0
RhIrO3,0.74,cubic,0.94,0
RhKO3,0.51,orthorhombic,0.23,0
RhLaO3,0.60,orthorhombic,0.37,0
RhLiO3,0.66,cubic,1.32,0
RhLuO3,0.65,cubic,1.25,0
RhMgO3,0.67,cubic,1.28,0
RhMnO3,0.71,cubic,0.85,0
RhMoO3,0.70,cubic,0.70,0
RhNaO3,0.59,rhombohedral,0.32,0
RhNbO3,0.72,cubic,0.68,0
RhNdO3,0.61,orthorhombic,0.39,0
RhNiO3,0.73,cubic,1.08,0
RhNpO3,0.63,cubic,1.09,0
RhOsO3,0.72,cubic,0.72,0
RhPaO3,0.61,cubic,0.55,0
RhPbO3,0.59,orthorhombic,0.38,0
RhPdO3,0.68,cubic,1.14,0
RhPmO3,0.60,orthorhombic,0.38,0
RhPrO3,0.61,orthorhombic,0.39,0
RhPtO3,0.69,cubic,1.12,0
RhPuO3,0.64,cubic,1.05,0
RhRbO3,0.48,orthorhombic,0.19,0
RhReO3,0.72,cubic,0.82,0
RhRuO3,0.70,cubic,0.80,0
RhSbO3,0.73,cubic,0.75,0
RhScO3,0.68,cubic,1.10,0
RhSiO3,0.79,cubic,0.83,0
RhSmO3,0.62,cubic,1.51,0
RhSnO3,0.68,cubic,0.87,0
RhSrO3,0.55,rhombohedral,0.30,0
RhTaO3,0.72,cubic,0.65,0
RhTbO3,0.63,cubic,1.42,0
RhTcO3,0.71,cubic,0.68,0
RhTeO3,0.65,cubic,0.87,0
RhThO3,0.61,cubic,1.30,0
RhTiO3,0.71,cubic,0.70,0
RhTlO3,0.64,orthorhombic,0.35,0
RhTmO3,0.64,cubic,1.29,0
RhUO3,0.68,cubic,0.78,0
RhVO3,0.72,cubic,0.69,0
RhWO3,0.71,cubic,0.80,0
RhYO3,0.64,cubic,1.37,0
RhYbO3,0.64,orthorhombic,0.36,0
RhZnO3,0.66,cubic,1.27,0
RhZrO3,0.69,cubic,0.89,0
RuAcO3,0.56,rhombohedral,0.36,0
RuAgO3,0.54,orthorhombic,0.21,0
RuAlO3,0.74,cubic,0.87,0
RuAsO3,0.74,cubic,1.03,0
RuAuO3,0.61,cubic,1.46,0
RuBO3,0.88,cubic,1.44,0
RuBaO3,0.52,rhombohedral,0.26,0
RuBeO3,0.77,cubic,1.12,0
RuBiO3,0.62,cubic,1.27,0
RuCaO3,0.59,rhombohedral,0.30,0
RuCdO3,0.61,cubic,1.68,0
RuCeO3,0.65,orthorhombic,0.42,0
RuCoO3,0.76,cubic,1.06,0
RuCrO3,0.76,cubic,1.02,0
RuCsO3,0.46,orthorhombic,0.09,0
RuCuO3,0.64,cubic,1.15,0
RuDyO3,0.60,cubic,1.52,0
RuErO3,0.62,cubic,1.47,0
RuEuO3,0.58,rhombohedral,0.35,0
RuFeO3,0.74,cubic,0.97,0
RuGaO3,0.71,cubic,1.04,0
RuGdO3,0.61,cubic,1.58,0
RuGeO3,0.76,cubic,0.88,0
RuHfO3,0.70,cubic,0.95,0
RuHgO3,0.57,cubic,1.68,0
RuHoO3,0.62,cubic,1.49,0
RuInO3,0.65,cubic,1.35,0
RuIrO3,0.72,cubic,1.15,0
RuKO3,0.50,orthorhombic,0.27,0
RuLaO3,0.59,orthorhombic,0.40,0
RuLiO3,0.64,orthorhombic,0.23,0
RuLuO3,0.63,cubic,1.39,0
RuMgO3,0.67,cubic,1.42,0
RuMnO3,0.76,cubic,0.97,0
RuMoO3,0.72,cubic,0.83,0
RuNaO3,0.57,orthorhombic,0.26,0
RuNbO3,0.71,cubic,0.85,0
RuNdO3,0.60,cubic,1.67,0
RuNiO3,0.78,cubic,1.21,0
RuNpO3,0.63,cubic,1.35,0
RuOsO3,0.73,cubic,0.94,0
RuPaO3,0.62,cubic,0.80,0
RuPbO3,0.67,rhombohedral,0.35,0
RuPdO3,0.73,cubic,1.28,0
RuPmO3,0.60,cubic,1.64,0
RuPrO3,0.65,cubic,1.74,0
RuPtO3,0.69,cubic,1.29,0
RuPuO3,0.64,cubic,1.17,0
RuRbO3,0.47,orthorhombic,0.12,0
RuReO3,0.72,cubic,0.96,0
RuRhO3,0.74,cubic,1.11,0
RuSbO3,0.71,cubic,0.97,0
RuScO3,0.66,cubic,1.22,0
RuSiO3,0.82,cubic,0.97,0
RuSmO3,0.60,cubic,1.62,0
RuSnO3,0.70,cubic,0.99,0
RuSrO3,0.55,rhombohedral,0.23,0
RuTaO3,0.71,cubic,0.85,0
RuTbO3,0.68,cubic,1.55,0
RuTcO3,0.71,cubic,0.86,0
RuTeO3,0.62,cubic,1.08,0
RuThO3,0.63,cubic,1.47,0
RuTiO3,0.73,cubic,0.81,0
RuTlO3,0.55,orthorhombic,0.22,0
RuTmO3,0.60,cubic,1.44,0
RuUO3,0.64,cubic,1.04,0
RuVO3,0.74,cubic,0.84,0
RuWO3,0.71,cubic,0.97,0
RuYO3,0.62,cubic,1.52,0
RuYbO3,0.61,orthorhombic,0.35,0
RuZnO3,0.67,cubic,1.38,0
RuZrO3,0.69,cubic,1.02,0
SbAcO3,0.58,cubic,1.28,0
SbAgO3,0.71,orthorhombic,0.33,0
SbAlO3,0.79,tetragonal,0.14,0
SbAsO3,0.77,cubic,0.71,0
SbAuO3,0.63,cubic,0.98,0
SbBO3,0.92,cubic,1.00,0
SbBaO3,0.53,orthorhombic,0.26,0
SbBeO3,0.80,cubic,0.81,0
SbBiO3,0.64,cubic,0.89,0
SbCaO3,0.61,cubic,1.45,0
SbCdO3,0.62,cubic,1.13,0
SbCeO3,0.63,cubic,1.22,0
SbCoO3,0.76,cubic,0.55,0
SbCrO3,0.76,orthorhombic,0.14,0
SbCsO3,0.48,cubic,2.30,0
SbCuO3,0.79,cubic,0.60,0
SbDyO3,0.61,cubic,0.93,0
SbErO3,0.64,cubic,0.87,0
SbEuO3,0.60,orthorhombic,0.14,0
SbFeO3,0.75,tetragonal,0.15,0
SbGaO3,0.76,tetragonal,0.13,0
SbGdO3,0.63,cubic,1.06,0
SbGeO3,0.72,cubic,0.53,0
SbHfO3,0.70,orthorhombic,0.39,0
SbHgO3,0.58,orthorhombic,0.33,0
SbHoO3,0.64,cubic,0.90,0
SbInO3,0.67,cubic,0.76,0
SbIrO3,0.73,cubic,0.78,0
SbKO3,0.53,orthorhombic,0.29,0
SbLaO3,0.60,cubic,1.24,0
SbLiO3,0.65,cubic,1.28,0
SbLuO3,0.65,cubic,0.79,0
SbMgO3,0.69,cubic,0.91,0
SbMnO3,0.75,orthorhombic,0.21,0
SbMoO3,0.73,cubic,0.53,0
SbNaO3,0.61,orthorhombic,0.29,0
SbNbO3,0.71,cubic,0.53,0
SbNdO3,0.62,cubic,1.22,0
SbNiO3,0.76,cubic,0.65,0
SbNpO3,0.65,cubic,0.92,0
SbOsO3,0.75,cubic,0.71,0
SbPaO3,0.64,orthorhombic,0.24,0
SbPbO3,0.61,orthorhombic,0.25,0
SbPdO3,0.71,cubic,0.74,0
SbPmO3,0.62,cubic,1.10,0
SbPrO3,0.63,cubic,1.26,0
SbPtO3,0.71,cubic,0.82,0
SbPuO3,0.66,cubic,0.71,0
SbRbO3,0.50,orthorhombic,0.25,0
SbReO3,0.79,cubic,0.64,0
SbRhO3,0.74,cubic,0.63,0
SbRuO3,0.73,cubic,0.61,0
SbScO3,0.71,cubic,0.61,0
SbSiO3,0.82,cubic,0.80,0
SbSmO3,0.62,cubic,1.15,0
SbSnO3,0.70,cubic,0.56,0
SbSrO3,0.57,orthorhombic,0.21,0
SbTaO3,0.71,cubic,0.58,0
SbTbO3,0.66,cubic,0.96,0
SbTcO3,0.74,cubic,0.56,0
SbTeO3,0.68,cubic,0.75,0
SbThO3,0.63,cubic,0.93,0
SbTiO3,0.74,tetragonal,0.30,0
SbTlO3,0.56,orthorhombic,0.37,0
SbTmO3,0.62,cubic,0.84,0
SbUO3,0.65,cubic,0.69,0
SbVO3,0.75,orthorhombic,0.11,0
SbWO3,0.74,cubic,0.64,0
SbYO3,0.64,cubic,0.96,0
SbYbO3,0.62,orthorhombic,0.09,0
SbZnO3,0.69,cubic,0.80,0
SbZrO3,0.69,cubic,0.56,0
ScAcO3,0.64,orthorhombic,0.26,0
ScAgO3,0.68,orthorhombic,0.19,0
ScAlO3,0.83,orthorhombic,0.03,0
ScAsO3,0.81,cubic,1.04,0
ScAuO3,0.69,cubic,1.19,0
ScBO3,0.97,cubic,0.95,0
ScBaO3,0.58,orthorhombic,0.29,0
ScBeO3,0.87,cubic,0.64,0
ScBiO3,0.74,cubic,1.40,0
ScCaO3,0.67,rhombohedral,0.47,0
ScCdO3,0.68,cubic,1.28,0
ScCeO3,0.69,orthorhombic,0.25,0
ScCoO3,0.80,cubic,0.59,0
ScCrO3,0.85,cubic,0.66,0
ScCsO3,0.52,tetragonal,0.84,0
ScCuO3,0.83,cubic,0.57,0
ScDyO3,0.67,cubic,1.38,0
ScErO3,0.70,cubic,1.30,0
ScEuO3,0.65,orthorhombic,0.17,0
ScFeO3,0.78,cubic,0.69,0
ScGaO3,0.80,cubic,0.67,0
ScGdO3,0.69,cubic,1.46,0
ScGeO3,0.79,cubic,0.76,0
ScHfO3,0.76,cubic,0.66,0
ScHgO3,0.64,cubic,1.36,0
ScHoO3,0.70,cubic,1.34,0
ScInO3,0.73,orthorhombic,0.15,0
ScIrO3,0.82,cubic,1.08,0
ScKO3,0.58,orthorhombic,0.34,0
ScLaO3,0.66,orthorhombic,0.23,0
ScLiO3,0.74,cubic,0.87,0
ScLuO3,0.71,cubic,1.19,0
ScMgO3,0.76,cubic,0.91,0
